experiment,context,sigma_label,method,count,alignment_mean,M_trace,M_mu,T,mu_norm_sigma,mu_norm_sigma_inv,alignment_metric,panel,d,n,M_iso,mu_norm_l2,alpha,mu_direction
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.8,,20,0.9971687215016493,0.0039752032452121,6.293961408377439,38.633146988178794,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,400.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.8,,20,0.9973824012970371,0.0014054465856421,6.293961408377439,38.63585944955152,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,800.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.8,,20,0.9974355226363653,0.0007650282212355,6.293961408377439,38.63676368798613,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,1200.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.8,,20,0.997118569943586,0.0003555529872268,6.293961408377439,38.637487109208976,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,2000.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.8,,20,0.9977383759998535,0.0001935385322729,6.293961408377439,38.63784882997932,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,3000.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.793703379300317,0.447213595499958,6.29396140837744,25.88950308982127,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_rate_vary_d,2000.0,100.0,0.2,6.29396140837744,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7949746296430356,0.3162277660168379,6.29396140837744,25.88950308982127,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_rate_vary_d,4000.0,200.0,0.1,6.29396140837744,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7948994979571073,0.22360679774997888,6.293961408377439,25.88950308982126,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_rate_vary_d,8000.0,400.0,0.05,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7936330616989214,0.1825741858350553,6.29396140837744,25.889503089821268,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_rate_vary_d,12000.0,600.0,0.0333333333333333,6.29396140837744,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7937060032252647,0.1581138830084189,6.293961408377439,25.88950308982126,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_rate_vary_d,16000.0,800.0,0.025,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7953754325567608,0.1414213562373095,6.293961408377438,25.889503089821254,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_rate_vary_d,20000.0,1000.0,0.02,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.2,,20,0.9590700074338022,0.4042877886198177,6.293961408377439,37.189229018161086,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_rate_vary_d,2000.0,100.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.2,,20,0.9654295472635379,0.3066903509549989,6.293961408377439,37.52756259450279,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_rate_vary_d,4000.0,200.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.2,,20,0.9707461826336367,0.2070719935937843,6.293961408377439,37.78938071204195,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_rate_vary_d,8000.0,400.0,,6.293961408377439,,
